CnBio_Org_Name,Number and Street,CnAdrPrf_Addrline2,CnAdrPrf_City,CnAdrPrf_State,Postcode,Block-Lot,Primary,Secondary,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
Cohen's Fashion Optical,33 Maiden Lane,,New York,NY,10038,67-23,Shopping,S-Glasses & Sunglasses,MANHATTAN,40.708807,-74.008678,1,1,1502,1001109,1000670023,Battery Park City-Lower Manhattan                                          
American Greetings Store,33 Maiden Lane,,New York,NY,10038,67-23,Shopping,"S-Gifts, Cards & Stationery",MANHATTAN,40.708807,-74.008678,1,1,1502,1001109,1000670023,Battery Park City-Lower Manhattan                                          
KK Hair Salon,75 Maiden Lane,,New York,NY,10038,68-11,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.707657,-74.007758,1,1,1502,1001112,1000680011,Battery Park City-Lower Manhattan                                          
CF Rutherford & Associates,75 Maiden Lane,Suite 1206,New York,NY,,68-11,Shopping,S-Office Supplies & Equipment,,,,,,,,,
KK Salon,75 Maiden Lane,,New York,NY,10004,68-11,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.707657,-74.007758,1,1,1502,1001112,1000680011,Battery Park City-Lower Manhattan                                          
Lane Cafe,75 Maiden Lane,,New York,NY,10038,68-11,Casual Eating & Takeout,F-Cafe & Eatery,MANHATTAN,40.707657,-74.007758,1,1,1502,1001112,1000680011,Battery Park City-Lower Manhattan                                          
Hana Nails,75 Maiden Lane,,New York,NY,10038,68-11,Personal and Professional Services,P-Nail Salon,MANHATTAN,40.707657,-74.007758,1,1,1502,1001112,1000680011,Battery Park City-Lower Manhattan                                          
Dick's Cut Rate Hardware Inc.,9 Gold Street,,New York,NY,10038,68-11,Personal and Professional Services,P-Hardware & Locksmiths,MANHATTAN,40.70755,-74.00708,1,1,1502,1001112,1000680011,Battery Park City-Lower Manhattan                                          
Jim Brady's,75 Maiden Lane,,New York,NY,10038,68-11,Full Service Dining,F-Restaurant & Bar,MANHATTAN,40.707657,-74.007758,1,1,1502,1001112,1000680011,Battery Park City-Lower Manhattan                                          
Taz Cafe,84 William Street,,New York,NY,10038,68-16,Casual Eating & Takeout,F-Deli,MANHATTAN,40.708028,-74.007939,1,1,1502,1001113,1000680016,Battery Park City-Lower Manhattan                                          
Lemongrass Grill,84 William Street,,New York,NY,10038,68-16,Full Service Dining,F-Thai,MANHATTAN,40.708028,-74.007939,1,1,1502,1001113,1000680016,Battery Park City-Lower Manhattan                                          
The Libertine,15 Gold Street,,New York,NY,10038,68-28,Full Service Dining,F-Continental,MANHATTAN,40.707753,-74.006918,1,1,1502,1085948,1000680028,Battery Park City-Lower Manhattan                                          
Complete Body Development,80 John Street,,New York,NY,10038,68-33,Personal and Professional Services,P-Athletic Clubs/Fitness,MANHATTAN,40.708445,-74.006886,1,1,1502,1001115,1000687501,Battery Park City-Lower Manhattan                                          
Tower Cleaners,80 John Street,Upper Level,New York,NY,10038,68-33,Personal and Professional Services,P-Dry Cleaning,MANHATTAN,40.708445,-74.006886,1,1,1502,1001115,1000687501,Battery Park City-Lower Manhattan                                          
John Street Florist,100 William Street,,New York,NY,10038,68-36,Shopping,S-Florist,MANHATTAN,40.708497,-74.007477,1,1,1502,1001116,1000680036,Battery Park City-Lower Manhattan                                          
Citibank,100 William Street,,New York,NY,10038,68-36,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.708497,-74.007477,1,1,1502,1001116,1000680036,Battery Park City-Lower Manhattan                                          
Starbucks Coffee,100 William Street,,New York,NY,10038,68-36,Casual Eating & Takeout,F-Coffeehouse,MANHATTAN,40.708497,-74.007477,1,1,1502,1001116,1000680036,Battery Park City-Lower Manhattan                                          
Sleepy's,83 Maiden Lane,,New York,NY,10038,68-7,Shopping,S-Home Furnishings & Decor,MANHATTAN,40.707443,-74.007607,1,1,1502,1001111,1000680007,Battery Park City-Lower Manhattan                                          
La Petite Cave,83 Maiden Lane,,New York,NY,10038,68-7,Shopping,S-Liquor Store,MANHATTAN,40.707443,-74.007607,1,1,1502,1001111,1000680007,Battery Park City-Lower Manhattan                                          
Giardino D'oro,5 Gold Street,,New York,NY,10038,68-7,Full Service Dining,F-Italian,MANHATTAN,40.707424,-74.007206,1,1,1502,1001111,1000680007,Battery Park City-Lower Manhattan                                          
Swich,83 Maiden Lane,,New York,NY,10038,68-7,Casual Eating & Takeout,F-American,MANHATTAN,40.707443,-74.007607,1,1,1502,1001111,1000680007,Battery Park City-Lower Manhattan                                          
"Lee Custom Tailor, Inc.",75 Maiden Lane,Suite 217,New York,NY,10038,69-10,Personal and Professional Services,P-Tailoring,MANHATTAN,40.707657,-74.007758,1,1,1502,1001112,1000680011,Battery Park City-Lower Manhattan                                          
Sovereign Bank,2 Gold Street,,New York,NY,10038,69-18,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.707295,-74.007336,1,1,1502,1087146,1000690018,Battery Park City-Lower Manhattan                                          
Harry's Italian,2 Gold Street,,New York,NY,10038,69-18,Full Service Dining,F-Italian,MANHATTAN,40.707295,-74.007336,1,1,1502,1087146,1000690018,Battery Park City-Lower Manhattan                                          
Downtown Dry Cleaner,116 John Street,,New York,NY,,69-32,Personal and Professional Services,P-Dry Cleaning,,,,,,,,,
Fulton Street Art Gallery Inc.,116 John Street,2nd Floor,New York,NY,10038,69-32,Shopping,"S-Framing, Posters & Art Supplies",MANHATTAN,40.707605,-74.00572,1,1,1502,1001126,1000690032,Battery Park City-Lower Manhattan                                          
Andrews Coffee Shop,116 John Street,,New York,NY,10038,69-32,Full Service Dining,F-Diner,MANHATTAN,40.707605,-74.00572,1,1,1502,1001126,1000690032,Battery Park City-Lower Manhattan                                          
MNS News,116 John Street,,New York,NY,10038,69-32,Personal and Professional Services,P-Newsstands,MANHATTAN,40.707605,-74.00572,1,1,1502,1001126,1000690032,Battery Park City-Lower Manhattan                                          
Bon Chon Chicken,104 John Street,,New York,NY,10038,69-51,Casual Eating & Takeout,F-Korean,MANHATTAN,40.707822,-74.005948,1,1,1502,1001129,1000690051,Battery Park City-Lower Manhattan                                          
Lenny's Deli,108 John Street,,New York,NY,10038,69-51,Casual Eating & Takeout,F-Deli,MANHATTAN,40.70775,-74.005872,1,1,1502,1001129,1000690051,Battery Park City-Lower Manhattan                                          
Cafe Sage,108 John Street,,New York,NY,10038,69-51,Casual Eating & Takeout,F-Thai,MANHATTAN,40.70775,-74.005872,1,1,1502,1001129,1000690051,Battery Park City-Lower Manhattan                                          
Open Door Gastropub,110 John Street,,New York,NY,10038,69-53,Full Service Dining,F-Restaurant & Bar,MANHATTAN,40.707712,-74.005836,1,1,1502,1001130,1000690053,Battery Park City-Lower Manhattan                                          
Angel Body Work,112 John Street,2nd Floor,New York,NY,10038,69-54,Personal and Professional Services,P-Spa,MANHATTAN,40.707676,-74.005796,1,1,1502,1001131,1000690054,Battery Park City-Lower Manhattan                                          
Subway,112 John Street,,New York,NY,10038,69-54,Casual Eating & Takeout,F-Fast Food,MANHATTAN,40.707676,-74.005796,1,1,1502,1001131,1000690054,Battery Park City-Lower Manhattan                                          
Goodburger,101 Maiden Lane,,New York,NY,10039,69-6,Casual Eating & Takeout,F-American,MANHATTAN,40.706963,-74.007091,1,1,1502,1087832,1000690006,Battery Park City-Lower Manhattan                                          
Pret A Manger,101 Maiden Lane,,New York,NY,10038,69-6,Casual Eating & Takeout,F-Cafe & Eatery,MANHATTAN,40.706963,-74.007091,1,1,1502,1087832,1000690006,Battery Park City-Lower Manhattan                                          
Crunch,90 John Street,Mezzanine Level,New York,NY,10038,69-7502,Personal and Professional Services,P-Athletic Clubs/Fitness,MANHATTAN,40.708173,-74.006464,1,1,1502,1001127,1000697502,Battery Park City-Lower Manhattan                                          
Nail 125,125 Maiden Lane,,New York,NY,10038,70-1,Personal and Professional Services,P-Nail Salon,MANHATTAN,40.706397,-74.006341,1,1,1502,1087484,1000707501,Battery Park City-Lower Manhattan                                          
Dress Barn,125 Maiden Lane,,New York,NY,10038,70-1,Shopping,S-Apparel: Women's,MANHATTAN,40.706397,-74.006341,1,1,1502,1087484,1000707501,Battery Park City-Lower Manhattan                                          
The Best of New York Food,150 Water Street,,New York,NY,10038,70-1,Casual Eating & Takeout,F-Deli,MANHATTAN,40.705997,-74.006243,1,1,7,1000880,1000390012,Battery Park City-Lower Manhattan                                          
Royal Barber Shop,95 Fulton Street,Subway,New York,NY,,93-1,Personal and Professional Services,P-Hair Salon & Barber Shop,,,,,,,,,
T-Mobile,125 Maiden Lane,,New York,NY,10038,70-1,Shopping,S-Cellular Phones,MANHATTAN,40.706397,-74.006341,1,1,1502,1087484,1000707501,Battery Park City-Lower Manhattan                                          
Marty's Photo & Electronics,125 Maiden Lane,,New York,NY,10038,70-1,Shopping,S-Camera & Film Supplies,MANHATTAN,40.706397,-74.006341,1,1,1502,1087484,1000707501,Battery Park City-Lower Manhattan                                          
Pearl Street Diner,212 Pearl Street,,New York,NY,10038,70-20,Full Service Dining,F-Diner,MANHATTAN,40.707009,-74.006377,1,1,1502,1001133,1000700020,Battery Park City-Lower Manhattan                                          
New York Sports Club,160 Water Street,,New York,NY,10038,70-43,Personal and Professional Services,P-Athletic Clubs/Fitness,MANHATTAN,40.706452,-74.005594,1,1,1502,1001135,1000700043,Battery Park City-Lower Manhattan                                          
Exquisite Creations,38 Water Street,,New York,NY,10004,7-1001,Shopping,S-Jeweler,MANHATTAN,40.70323,-74.010521,1,1,9,1077806,1000077501,Battery Park City-Lower Manhattan                                          
Burritoville,36 Water Street,,New York,NY,10004,7-1001,Casual Eating & Takeout,F-Mexican,MANHATTAN,40.703202,-74.010622,1,1,9,1077806,1000077501,Battery Park City-Lower Manhattan                                          
Zigolini's,66 Pearl Street,,New York,NY,10004,7-1001,Full Service Dining,F-American,MANHATTAN,40.703611,-74.010932,1,1,9,1077806,1000077501,Battery Park City-Lower Manhattan                                          
Chase Bank,155 Water Street,,New York,NY,10038,71-1,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.706172,-74.005962,1,1,1502,1001136,1000710001,Battery Park City-Lower Manhattan                                          
Flavors Cafe,175 Water Street,,New York,NY,10038,71-25,Casual Eating & Takeout,F-Cafe & Eatery,MANHATTAN,40.706699,-74.005208,1,1,1502,1001137,1000717501,Battery Park City-Lower Manhattan                                          
Bank of America ATM,175 Water Street,,New York,NY,10038,71-25,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.706699,-74.005208,1,1,1502,1001137,1000717501,Battery Park City-Lower Manhattan                                          
Carmine & Arthur's Clothier,175 Water Street,,New York,NY,10038,71-7501,Shopping,S-Apparel: Men's,MANHATTAN,40.706699,-74.005208,1,1,1502,1001137,1000717501,Battery Park City-Lower Manhattan                                          
Europa,1 Seaport Plaza,,New York,NY,10038,74-1001,Casual Eating & Takeout,F-Cafe & Eatery,,,,,,,,,
Galaxy Lobby Inc.,199 Water Street,,New York,NY,,74-7501,Personal and Professional Services,P-Newsstands,,,,,,,,,
Abercrombie & Fitch,199 Water Street,,New York,NY,10038,74-7501,Shopping,S-Apparel: Men's & Women's,MANHATTAN,40.70727,-74.004314,1,1,1502,1001162,1000747501,Battery Park City-Lower Manhattan                                          
WirelessRUS,200 Water Street,,New York,NY,10038,75-1,Shopping,S-Cellular Phones,MANHATTAN,40.707317,-74.004271,1,1,1502,1001163,1000750001,Battery Park City-Lower Manhattan                                          
NYC Check Express,200 Water Street,,New York,NY,10038,75-1,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.707317,-74.004271,1,1,1502,1001163,1000750001,Battery Park City-Lower Manhattan                                          
Duane Reade,200 Water Street,,New York,NY,10038,75-1,Shopping,S-Drugstores,MANHATTAN,40.707317,-74.004271,1,1,1502,1001163,1000750001,Battery Park City-Lower Manhattan                                          
Plaza Deli,127 John Street,,New York,NY,,75-1,Casual Eating & Takeout,F-Deli,,,,,,,,,
"Blue & Red NY, Inc.",50 Fulton Street,,New York,NY,10038,75-1001,Shopping,"S-Gifts, Cards & Stationery",MANHATTAN,40.708236,-74.004696,1,1,1502,1001172,1000757501,Battery Park City-Lower Manhattan                                          
Seaport Jewelry,50 Fulton Street,,New York,NY,10038,75-1001,Shopping,S-Jeweler,MANHATTAN,40.708236,-74.004696,1,1,1502,1001172,1000757501,Battery Park City-Lower Manhattan                                          
Calderon News Store,50 Fulton Street,Front 2,New York,NY,10038,75-1001,Personal and Professional Services,P-Newsstands,MANHATTAN,40.708236,-74.004696,1,1,1502,1001172,1000757501,Battery Park City-Lower Manhattan                                          
Calderon Locksmith,50 Fulton Street,,New York,NY,10038,75-1001,Personal and Professional Services,P-Hardware & Locksmiths,MANHATTAN,40.708236,-74.004696,1,1,1502,1001172,1000757501,Battery Park City-Lower Manhattan                                          
Beta Coffee,50 Fulton Street,,New York,NY,10038,75-1001,Casual Eating & Takeout,F-Coffeehouse,MANHATTAN,40.708236,-74.004696,1,1,1502,1001172,1000757501,Battery Park City-Lower Manhattan                                          
Rainbow,40 Fulton Street,,New York,NY,10038,75-21,Shopping,S-Apparel: Women's,MANHATTAN,40.707904,-74.004411,1,1,1502,1075618,1000750021,Battery Park City-Lower Manhattan                                          
Avi Golan Hair Salon,111 John Street,,New York,NY,10038,75-30,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.707671,-74.005764,1,1,1502,1001167,1000750030,Battery Park City-Lower Manhattan                                          
Salon 25,111 John Street,,New York,NY,10038,75-30,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.707671,-74.005764,1,1,1502,1001167,1000750030,Battery Park City-Lower Manhattan                                          
Hard Copy Business Center,111 John Street,,New York,NY,10038,75-30,Personal and Professional Services,P-Copy and Printing Services,MANHATTAN,40.707671,-74.005764,1,1,1502,1001167,1000750030,Battery Park City-Lower Manhattan                                          
Backyard Chicken,241 Pearl Street,,New York,NY,10038,75-30,Casual Eating & Takeout,F-American,MANHATTAN,40.707484,-74.005252,1,1,1502,1001167,1000750030,Battery Park City-Lower Manhattan                                          
Cafe Gusto,111 John Street,,New York,NY,10038,75-30,Casual Eating & Takeout,F-Cafe & Eatery,MANHATTAN,40.707671,-74.005764,1,1,1502,1001167,1000750030,Battery Park City-Lower Manhattan                                          
Wall Street Caterers,241 Pearl Street,,New York,NY,10038,75-30,Casual Eating & Takeout,F-Catering,MANHATTAN,40.707484,-74.005252,1,1,1502,1001167,1000750030,Battery Park City-Lower Manhattan                                          
The Iron Horse,32 Cliff Street,,New York,NY,10038,75-46,Nightlife,N-Bar,MANHATTAN,40.708269,-74.005089,1,1,1502,1001170,1000750046,Battery Park City-Lower Manhattan                                          
McDonald's,52 Fulton Street,,New York,NY,10038,75-48,Casual Eating & Takeout,F-Fast Food,MANHATTAN,40.708302,-74.004754,1,1,1502,1077220,1000750048,Battery Park City-Lower Manhattan                                          
The Hook & Ladder Bar,133 John Street,2nd Floor,New York,NY,10038,75-9,Nightlife,N-Bar,MANHATTAN,40.707078,-74.00519,1,1,1502,1001165,1000750009,Battery Park City-Lower Manhattan                                          
Fulton Chef,64 Fulton Street,2nd Floor,New York,NY,10038,76-1,Casual Eating & Takeout,F-Chinese,MANHATTAN,40.708769,-74.005136,1,1,1502,1001176,1000760001,Battery Park City-Lower Manhattan                                          
Dunkin Donuts,64 Fulton Street,,New York,NY,10038,76-1,Casual Eating & Takeout,F-Fast Food,MANHATTAN,40.708769,-74.005136,1,1,1502,1001176,1000760001,Battery Park City-Lower Manhattan                                          
Ruben's Empanadas,64 Fulton Street,,New York,NY,10038,76-1,Casual Eating & Takeout,F-Argentinian,MANHATTAN,40.708769,-74.005136,1,1,1502,1001176,1000760001,Battery Park City-Lower Manhattan                                          
L&L Hawaiian Barbeque,64 Fulton Street,,New York,NY,10038,76-1,Casual Eating & Takeout,F-American,MANHATTAN,40.708769,-74.005136,1,1,1502,1001176,1000760001,Battery Park City-Lower Manhattan                                          
Jubilee Market Place,99 John Street,,New York,NY,10038,76-11,Shopping,F-Supermarket,MANHATTAN,40.708006,-74.006164,1,1,1502,1087867,1000767502,Battery Park City-Lower Manhattan                                          
Duane Reade,99 John Street,,New York,NY,10038,76-11,Shopping,S-Drugstores,MANHATTAN,40.708006,-74.006164,1,1,1502,1087867,1000767502,Battery Park City-Lower Manhattan                                          
The Country Kebab,76 Fulton Street,,New York,NY,10038,76-28,Casual Eating & Takeout,F-Middle Eastern,MANHATTAN,40.709032,-74.005439,1,1,1502,1001184,1000760028,Battery Park City-Lower Manhattan                                          
Barua Gift Shop,70 Fulton Street,,New York,NY,10038,76-28,Shopping,"S-Gifts, Cards & Stationery",MANHATTAN,40.708939,-74.005306,1,1,1502,1001184,1000760028,Battery Park City-Lower Manhattan                                          
Fulton Supply Corp.,74 Fulton Street,,New York,NY,10038,76-28,Personal and Professional Services,P-Hardware & Locksmiths,MANHATTAN,40.708999,-74.005396,1,1,1502,1001184,1000760028,Battery Park City-Lower Manhattan                                          
Lisa's Pizza,76 Fulton Street,,New York,NY,10038,76-28,Casual Eating & Takeout,F-Pizza,MANHATTAN,40.709032,-74.005439,1,1,1502,1001184,1000760028,Battery Park City-Lower Manhattan                                          
Kosher Luncheonette,56 Fulton Street,,New York,NY,10038,76-6,Casual Eating & Takeout,F-Kosher,MANHATTAN,40.7085,-74.004916,1,1,1502,1001177,1000760006,Battery Park City-Lower Manhattan                                          
Shoe Repair and Shine,29 Cliff Street,,New York,NY,10038,76-6,Personal and Professional Services,P-Shoe Repair/Shine,MANHATTAN,40.708302,-74.005057,1,1,1502,1001177,1000760006,Battery Park City-Lower Manhattan                                          
Gift Shop,56 Fulton Street,,New York,NY,10038,76-6,Shopping,S-Accessories,MANHATTAN,40.7085,-74.004916,1,1,1502,1001177,1000760006,Battery Park City-Lower Manhattan                                          
HK News,56 Fulton Street,,New York,NY,10038,76-6,Personal and Professional Services,P-Newsstands,MANHATTAN,40.7085,-74.004916,1,1,1502,1001177,1000760006,Battery Park City-Lower Manhattan                                          
Eden Flowers,56 Fulton Street,,New York,NY,10038,76-6,Shopping,S-Florist,MANHATTAN,40.7085,-74.004916,1,1,1502,1001177,1000760006,Battery Park City-Lower Manhattan                                          
New Field Yoga,27 Cliff Street,3rd Floor,New York,NY,10038,76-7,Personal and Professional Services,P-Athletic Clubs/Fitness,MANHATTAN,40.70828,-74.005115,1,1,1502,1001178,1000760007,Battery Park City-Lower Manhattan                                          
Cliff Street Cleaners,15 Cliff Street,,New York,NY,10038,76-9,Personal and Professional Services,P-Dry Cleaning,MANHATTAN,40.708143,-74.00545,1,1,1502,1085931,1000767501,Battery Park City-Lower Manhattan                                          
Corbet & Conley Caterers,15 Cliff Street,,New York,NY,10038,76-9,Casual Eating & Takeout,F-Catering,MANHATTAN,40.708143,-74.00545,1,1,1502,1085931,1000767501,Battery Park City-Lower Manhattan                                          
Martin Busch Jewelers,85 John Street,,New York,NY,10038,77-1,Shopping,S-Jeweler,MANHATTAN,40.708368,-74.00673,1,1,1502,1001185,1000770001,Battery Park City-Lower Manhattan                                          
"4G Data Systems, Inc.",85 John Street,,New York,NY,10038,77-1,Shopping,S-Computers & Electronics,MANHATTAN,40.708368,-74.00673,1,1,1502,1001185,1000770001,Battery Park City-Lower Manhattan                                          
Yip's Oriental Express,136 William Street,,New York,NY,10038,77-1001,Casual Eating & Takeout,F-Chinese,MANHATTAN,40.70934,-74.006637,1,1,1502,1001188,1000770018,Battery Park City-Lower Manhattan                                          
Duane Reade,130 William Street,,New York,NY,10038,77-15,Shopping,S-Drugstores,MANHATTAN,40.709238,-74.006738,1,1,1502,1001187,1000770015,Battery Park City-Lower Manhattan                                          
Texas Rotisserie & Grill,94 Fulton Street,,New York,NY,10038,77-21,Casual Eating & Takeout,F-American,MANHATTAN,40.709408,-74.006161,1,1,1502,1079210,1000770015,Battery Park City-Lower Manhattan                                          
Liam's Pub,90 Fulton Street,,New York,NY,10038,77-23,Full Service Dining,F-Irish Pub,MANHATTAN,40.709337,-74.006016,1,1,1502,1001191,1000770015,Battery Park City-Lower Manhattan                                          
My Optician,88 Fulton Street,,New York,NY,10038,77-24,Shopping,S-Glasses & Sunglasses,MANHATTAN,40.709299,-74.005944,1,1,1502,1077403,1000770024,Battery Park City-Lower Manhattan                                          
Goodies Restauraunt,88 Fulton Street,Upper Floor,New York,NY,10038,77-24,Casual Eating & Takeout,F-Chinese,MANHATTAN,40.709299,-74.005944,1,1,1502,1077403,1000770024,Battery Park City-Lower Manhattan                                          
Spa 88,88 Fulton Street,Lower Level,New York,NY,10038,77-24,Personal and Professional Services,P-Spa,MANHATTAN,40.709299,-74.005944,1,1,1502,1077403,1000770024,Battery Park City-Lower Manhattan                                          
Taslima Newsstand,88 Fulton Street,,New York,NY,10038,77-24,Personal and Professional Services,P-Newsstands,MANHATTAN,40.709299,-74.005944,1,1,1502,1077403,1000770024,Battery Park City-Lower Manhattan                                          
Fulton Hair Cutter,88 Fulton Street,Lower Level,New York,NY,10038,77-24,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.709299,-74.005944,1,1,1502,1077403,1000770024,Battery Park City-Lower Manhattan                                          
Bennie's Thai Restaurant,88 Fulton Street,Lower Level,New York,NY,10038,77-24,Casual Eating & Takeout,F-Thai,MANHATTAN,40.709299,-74.005944,1,1,1502,1077403,1000770024,Battery Park City-Lower Manhattan                                          
Rafael's Dry Cleaners,88 Fulton Street,,New York,NY,10038,77-24,Personal and Professional Services,P-Dry Cleaning,MANHATTAN,40.709299,-74.005944,1,1,1502,1077403,1000770024,Battery Park City-Lower Manhattan                                          
Tandoor Palace,88 Fulton Street,Upper Floor,New York,NY,10038,77-24,Casual Eating & Takeout,F-Indian,MANHATTAN,40.709299,-74.005944,1,1,1502,1077403,1000770024,Battery Park City-Lower Manhattan                                          
Seattle Cafe & Grill,110 William Street,,New York,NY,10038,77-8,Casual Eating & Takeout,F-Deli,MANHATTAN,40.708791,-74.007189,1,1,1502,1001186,1000770008,Battery Park City-Lower Manhattan                                          
Kinko's,110 William Street,,New York,NY,10038,77-8,Personal and Professional Services,P-Copy and Printing Services,MANHATTAN,40.708791,-74.007189,1,1,1502,1001186,1000770008,Battery Park City-Lower Manhattan                                          
HSBC,110 William Street,,New York,NY,10038,77-8,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.708791,-74.007189,1,1,1502,1001186,1000770008,Battery Park City-Lower Manhattan                                          
Gem Story,110 Fulton Street,,New York,NY,10038,78-19,Shopping,S-Accessories,MANHATTAN,40.709817,-74.006965,1,1,1502,1088478,1000787510,Battery Park City-Lower Manhattan                                          
Fulton Wine and Liquor,110 Fulton Street,,New York,NY,10038,78-19,Shopping,S-Liquor Store,MANHATTAN,40.709817,-74.006965,1,1,1502,1088478,1000787510,Battery Park City-Lower Manhattan                                          
Zoom Wireless,102 Fulton Street,,New York,NY,10038,78-21,Shopping,S-Cellular Phones,MANHATTAN,40.709642,-74.006619,1,1,1502,1001196,1000787506,Battery Park City-Lower Manhattan                                          
Zibetto Espresso Bar,102 Fulton Street,,New York,NY,10038,78-21,Casual Eating & Takeout,F-Coffeehouse,MANHATTAN,40.709642,-74.006619,1,1,1502,1001196,1000787506,Battery Park City-Lower Manhattan                                          
Patuca,41 John Street,,New York,NY,10038,78-31,Casual Eating & Takeout,F-Deli,MANHATTAN,40.709318,-74.008108,1,1,1502,1075701,1000787502,Battery Park City-Lower Manhattan                                          
Bronte Men's Wear,41 John Street,,New York,NY,10038,78-31,Shopping,S-Apparel: Men's,MANHATTAN,40.709318,-74.008108,1,1,1502,1075701,1000787502,Battery Park City-Lower Manhattan                                          
Samuel's Hats,74 Nassau Street,,New York,NY,10038,78-35,Shopping,S-Accessories,MANHATTAN,40.709677,-74.00826,1,1,1502,1001200,1000787505,Battery Park City-Lower Manhattan                                          
Zaitzeff,72 Nassau Street,,New York,NY,10038,78-35,Casual Eating & Takeout,F-American,MANHATTAN,40.70963,-74.00831,1,1,1502,1001200,1000787505,Battery Park City-Lower Manhattan                                          
Eyebrow Zone Salon,37 John Street,,New York,NY,10038,78-35,Personal and Professional Services,P-Eyebrows,MANHATTAN,40.709394,-74.008213,1,1,1502,1001200,1000787505,Battery Park City-Lower Manhattan                                          
Ruben's Empanadas,76 Nassau Street,,New York,NY,10038,78-35,Casual Eating & Takeout,F-Argentinian,MANHATTAN,40.709727,-74.008213,1,1,1502,1001200,1000787505,Battery Park City-Lower Manhattan                                          
37 Gifts,37 John Street,,New York,NY,10038,78-35,Shopping,S-Accessories,MANHATTAN,40.709394,-74.008213,1,1,1502,1001200,1000787505,Battery Park City-Lower Manhattan                                          
T.O.C.,76 Nassau Street,,New York,NY,10038,78-35,Shopping,S-Apparel: Women's,MANHATTAN,40.709727,-74.008213,1,1,1502,1001200,1000787505,Battery Park City-Lower Manhattan                                          
Manhattan Fortune Jewelry,39 John Street,,New York,NY,10038,78-35,Shopping,S-Jeweler,MANHATTAN,40.709356,-74.008159,1,1,1502,1001200,1000787505,Battery Park City-Lower Manhattan                                          
Parklane Apparel,76 Nassau Street,,New York,NY,10038,78-35,Shopping,S-Apparel: Women's,MANHATTAN,40.709727,-74.008213,1,1,1502,1001200,1000787505,Battery Park City-Lower Manhattan                                          
De Janeiro,78 Nassau Street,,New York,NY,10038,78-35,Shopping,S-Apparel: Women's,MANHATTAN,40.709776,-74.008166,1,1,1502,1001200,1000787505,Battery Park City-Lower Manhattan                                          
Ralph's Discount City,72 Nassau Street,Lower Level,New York,NY,10038,78-35,Shopping,S-Variety & Discount Stores,MANHATTAN,40.70963,-74.00831,1,1,1502,1001200,1000787505,Battery Park City-Lower Manhattan                                          
Dor L' Dor,80 Nassau Street,,New York,NY,10038,78-38,Shopping,S-Apparel: Women's,MANHATTAN,40.709823,-74.008119,1,1,1502,1001201,1000787503,Battery Park City-Lower Manhattan                                          
Golden Krust Patties,80 Nassau Street,Ground Level,New York,NY,10038,78-38,Casual Eating & Takeout,F-Caribbean,MANHATTAN,40.709823,-74.008119,1,1,1502,1001201,1000787503,Battery Park City-Lower Manhattan                                          
T-Mobile,80 Nassau Street,Ground Level,New York,NY,10038,78-38,Shopping,S-Cellular Phones,MANHATTAN,40.709823,-74.008119,1,1,1502,1001201,1000787503,Battery Park City-Lower Manhattan                                          
"Know Style, Inc.",80 Nassau Street,Ground Level,New York,NY,10038,78-38,Shopping,S-Apparel: Women's,MANHATTAN,40.709823,-74.008119,1,1,1502,1001201,1000787503,Battery Park City-Lower Manhattan                                          
Soma By Nature,123 William Street,,New York,NY,10038,78-4,Casual Eating & Takeout,F-Japanese,MANHATTAN,40.709112,-74.006889,1,1,1502,1079063,1000780004,Battery Park City-Lower Manhattan                                          
Liberty Travel,86 Nassau Street,,New York,NY,10038,78-40,Personal and Professional Services,P-Travel Agency,MANHATTAN,40.709968,-74.007979,1,1,1502,1001202,1000780040,Battery Park City-Lower Manhattan                                          
Nassau Electronics,88 Nassau Street,,New York,NY,10038,78-41,Shopping,S-Computers & Electronics,MANHATTAN,40.710015,-74.007932,1,1,1502,1001204,1000780042,Battery Park City-Lower Manhattan                                          
Lilly's Boutique,86A Nassau Street,,New York,NY,10038,78-41,Shopping,S-Apparel: Women's,MANHATTAN,40.709968,-74.007979,1,1,1502,,,Battery Park City-Lower Manhattan                                          
Why Pay More?,124 Fulton Street,Lower Level,New York,NY,10038,78-43,Personal and Professional Services,P-Newsstands,MANHATTAN,40.71016,-74.007647,1,1,1502,1001205,1000780043,Battery Park City-Lower Manhattan                                          
Time Piece City,124 Fulton Street,,New York,NY,10038,78-43,Shopping,S-Jeweler,MANHATTAN,40.71016,-74.007647,1,1,1502,1001205,1000780043,Battery Park City-Lower Manhattan                                          
