	Cols	Id	Name	Len	Time	Cate
146	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, id, name, address1, address2, city, zip, hours, type, location 1"	5pbr-mxtd	idnyc locations	125	1460046423	Social Services
147	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, building class category,  number of sales ,  minimum sale price ,  average sale price ,  median sale price ,  maximum sale price "	5ps9-yuef	"dof: summary of neighborhood sales citywide for class 1-, 2- and 3-family homes - 2009"	19	1317838740	Housing & Development
148	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, district, category, year, total enrollment, #grade k, #grade 1, #grade 2, #grade 3, #grade 4, #grade 5, #grade 6, #grade 7, #grade 8, #female, %female, #male, %male, #asian, %asian, #black, %black, #hispanic, %hispanic, #other, %other, #white, %white, #ell spanish, %ell spanish, #ell chinese, %ell chinese, #ell bengali, %ell bengali, #ell arabic, %ell arabic, #ell haitian creole, %ell haitian creole, #ell french, %ell french, #ell russian, %ell russian, #ell korean, %ell korean, #ell urdu, %ell urdu, #ell other, %ell other, ela #test takers, ela #level 1, ela %level 1, ela #level 2, ela %level 2, ela #level 3, ela %level 3, ela #level 4, ela %level 4, ela #l3+l4, ela %l3+l4, math #test takers, math #level 1, math %level 1, math #level 2, math %level 2, math #level 3, math %level 3, math #level 4, math %level 4, math #l3+l4, math %l3+l4"	5qbe-4vqd	2017 diversity report k-8 - district	192	1511292099	Education
149	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, company_name, installation_id, ppt_id, link_site_id, active_indic, curbside, number_of_phones, borough, community board, council district, building_number, street_name, side_of_street, tax_block, tax_lot, zoning, enclosure_model, enclosure_type, advertising, wi_fi, cluster_position, mounting, solar, link_smoke_tested_and_activate, project_status, nta, bin, bbl, census tract, postcode, latitude, longitude, x_coordinate, y_coordinate, location 1"	5qrc-eb74	public pay telephone locations	7759	1518722266	Social Services
150	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, district, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	5qza-frfc	2013-2017 district ela results - gender	2240	1506353927	Education
151	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, program, statecity_section8_flag, white families, black families, hispanic families, asian families, other races families, total families, white female headed families, black female headed families, hispanic female headed families, asian female headed families, other races female headed families, total female headed families, white male headed families, black male headed families, hispanic male headed families, asian male headed families, other races male headed families, total male headed families, white population, black population, hispanic population, asian population, other races population, total population, average white family size, average black family size, average hispanic family size, average asian family size, average other races family size, average family size, white minors under 18, black minors under 18, hispanic minors under 18, asian minors under 18, other races minors under 18, total minors under 18, average minors per white family, average minors per black family, average minors per hispanic family, average minors per asian family, average minors per other races family, average minors per family, white minors as percent of population, black minors as percent of population, hispanic minors as percent of population, asian minors as percent of population, other races minors as percent of population, total minors as percent of population, white average total gross income, black average total gross income, hispanic average total gross income, asian average total gross income, other races average total gross income, all average total gross income, white average gross rent, black average gross rent, hispanic average gross rent, asian average gross rent, other races average gross rent, all average gross rent, white hoh 62 years and over, black hoh 62 years and over, hispanic hoh 62 years and over, asian hoh 62 years and over, other races hoh 62 years and over, total hoh 62 years and over, white hoh 62 years and over as percent of families, black hoh 62 years and over as percent of families, hispanic hoh 62 years and over as percent of families, asian hoh 62 years and over as percent of families, other races hoh 62 years and over as percent of families, total hoh 62 years and over as percent of families, white female headed hoh 62 years and over, black female headed hoh 62 years and over, hispanic female headed hoh 62 years and over, asian female headed hoh 62 years and over, other races female headed hoh 62 years and over, total female headed hoh 62 years and over, white male headed hoh 62 years and over, black male headed hoh 62 years and over, hispanic male headed hoh 62 years and over, asian male headed hoh 62 years and over, other races male headed hoh 62 years and over, total male headed hoh 62 years and over, white elderly single person families, black elderly single person families, hispanic elderly single person families, asian elderly single person families, other races elderly single person families, total elderly single person families, white elderly population, black elderly population, hispanic elderly population, asian elderly population, other races elderly population, total elderly population, white 62 years and over as percent of population, black 62 years and over as percent of population, hispanic 62 years and over as percent of population, asian 62 years and over as percent of population, other races 62 years and over as percent of population, total 62 years and over as percent of population, white families on welfare, black families on welfare, hispanic families on welfare, asian families on welfare, other races families on welfare, total families on welfare, white families on welfare and hoh elderly, black families on welfare and hoh elderly, hispanic families on welfare and hoh elderly, asian families on welfare and hoh elderly, other races families on welfare and hoh elderly, total families on welfare and hoh elderly, white families on full welfare, black families on full welfare, hispanic families on full welfare, asian families on full welfare, other races families on full welfare, total families on full welfare, white families on welfare as percent of families, black families on welfare as percent of families, hispanic families on welfare as percent of families, asian families on welfare as percent of families, other races families on welfare as percent of families, total families on welfare as percent of families, white single parent/grandparent with minors, black single parent/grandparent with minors, hispanic single parent/grandparent with minors, asian single parent/grandparent families with minors, other races single parent/grandparent with minors, total single parent/grandparent families with minors, white female headed single parent/grandparent with minors, black female headed single parent/grandparent with minors, hispanic female headed single parent/grandparent with minors, asian female headed single parent/grandparent with minors, other races female headed single parent/grandparent with minors, total female headed single parent/grandparent with minors, white male headed single parent/grandparent with minors, black male headed single parent/grandparent with minors, hispanic male headed single parent/grandparent with minors, asian male headed single parent/grandparent with minors, other races male headed single parent/grandparent with minors, total male headed single parent/grandparent with minors, white single parent/grandparent families on welfare, black single parent/grandparent families on welfare, hispanic single parent/grandparent families on welfare, asian single parent/grandparent families on welfare, other races single parent/grandparent families on welfare, total single parent/grandparent families on welfare, white single parent/grandparent with minors as % of families, black single parent/grandparent with minors as % of families, hispanic single parent/grandparent with minors as % of families, asian single parent/grandparent with minors as % of families, other races single parent/grandpare with minors as % of families, total single parent/grandparent with minors as % of families, white families - 1 or more employed, black families - 1 or more employed, hispanic families - 1 or more employed, asian families - 1 or more employed, other races families - 1 or more employed, total families - 1 or more employed, white families - 1 or more employed as percent of families, black families - 1 or more employed as percent of families, hispanic families - 1 or more employed % of families, asian families - 1 or more employed as percent of families, other races families - 1 or more employed % of families, total families - 1 or more employed as percent of families, white families - 2nd adult employed, black families - 2nd adult employed, hispanic families - 2nd adult employed, asian families - 2nd adult employed, other races families - 2nd adult employed, total families - 2nd adult employed, white families average years in public housing, black families average years in public housing, hispanic families average years in public housing, asian families average years in public housing, other races families average years in public housing, all families average years in public housing, residents under 4, residents 4 to 5, residents 6 to 9, residents 10 to 13, residents 14 to 17, residents 18 to 20, residents 21 to 49, residents 50 to 61"	5r5y-pvs3	nycha resident data book summary	34	1362175938	Housing & Development
152	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, year, area, homeless estimates"	5t4n-d72c	directory of homeless population by year	32	1359642175	Social Services
153	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, license number, name, status code, status description, expiration date, last date updated, last time updated"	5tub-eh45	street hail livery (shl) drivers - active	178557	1408386795	Transportation
154	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, neighborhood, type of home, total no. of properties, number of sales, lowest sale price, average sale price, median sale price, highest sale price"	5yay-3jd5	"dof: summary of neighborhood sales for manhattan for class 1-, 2- and 3-family homes - 2009"	41	1317837164	Housing & Development
155	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, inspection stage description, school code, borough name, tco obtained date, inspection category, observation description, inspection date"	6246-94tp	observations and statuses for inspections	2473	1439387161	Education
156	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, brooklyn ü cooperatives comparable properties ü boro-block-lot, brooklyn ü cooperatives comparable properties ü address, borough, postcode, latitude, longitude, community board, council district , census tract, bin, bbl, nta, brooklyn ü cooperatives comparable properties ü neighborhood, brooklyn ü cooperatives comparable properties ü building classification, brooklyn ü cooperatives comparable properties ü total units, brooklyn ü cooperatives comparable properties ü year built, brooklyn ü cooperatives comparable properties ü gross sqft, brooklyn ü cooperatives comparable properties ü est. gross income, brooklyn ü cooperatives comparable properties ü gross income per sqft, brooklyn ü cooperatives comparable properties ü full market value, brooklyn ü cooperatives comparable properties ü market value per sqft, comparable rental ü 1 üboro-block-lot, comparable rental ü 1 üaddress, comparable rental ü 1 üneighborhood, comparable rental ü 1 übuilding classification, comparable rental ü 1 ütotal units, comparable rental ü 1 üÐtal units, comparable rental ¨¹ 1 ¨¹year built, comparable rental ¨¹ 1 ¨¹gross sqft, comparable rental ¨¹ 1 ¨¹est. gross income, comparable rental ¨¹ 1 ¨¹gross income per sqft, comparable rental ¨¹ 1 ¨¹full market value, comparable rental ¨¹ 1 ¨¹market value per sqft, comparable rental ¨¹ 1 ¨¹dist. from coop in miles, comparable rental ¨¹ 2 ¨¹boro-block-lot, comparable rental ¨¹ 2 ¨¹address, comparable rental ¨¹ 2 ¨¹neighborhood, comparable rental ¨¹ 2 ¨¹building classification, comparable rental ¨¹ 2 ¨¹total units, comparable rental ¨¹ 2 ¨¹year built, comparable rental ¨¹ 2 ¨¹gross sqft, comparable rental ¨¹ 2 ¨¹est. gross income, comparable rental ¨¹ 2 ¨¹gross income per sqft, comparable rental ¨¹ 2 ¨¹full market value, comparable rental ¨¹ 2 ¨¹market value per sqft, comparable rental ¨¹ 2 ¨¹dist. from coop in miles"	62mr-ukqs	dof: cooperative comparable rental income ¨¹ brooklyn ¨¹ fy 2008/2009	960	1317763999	Housing & Development
157	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, request, what question are you trying to answer with this data?, submission date, response, final determination given (y/n)"	63us-eqtq	public dataset requests	766	1499980205	City Government
158	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, location name, location category, administrative district, a06 disrupting the educational process r, a06 disrupting the educational process p, a07 verbally rude or disrespectful r, a07 verbally rude or disrespectful p, a13 profane, obscene, vulgar language or gestures r, a13 profane, obscene, vulgar language or gestures p, a14 lying to \\ giving false information r, a15 misusing property belonging to others r, a16 disruptive behavior on school bus r, a16 disruptive behavior on school bus p, a17 leaving class or school premises w/o permission r, a17 leaving class or school premises w/o permission p, a18 inappropriate or unwanted physical contact r, a18 inappropriate or unwanted physical contact p, ""a19 violating does internet policy r"", a21 inappropriate use of electronic technology r, a22 insubordination r, a22 insubordination p, a23 using slurs (bias) r, a23 using slurs (bias) p, a24 minor altercation r, a24 minor altercation p, a26 possession of property w/o authorization r, a26 possession of property w/o authorization p, a26 possession of property w/o authorization s, a27 tampering/altering records or documents r, a28 inappropriate or unwanted physical contact (grades 4-5 only) r, a28 inappropriate or unwanted physical contact (grades 4-5 only) p, a28 inappropriate or unwanted physical contact (grades 4-5 only) s, a29 gang related behavior r, a30 vandalism / graffiti r, a30 vandalism / graffiti p, a30 vandalism / graffiti s, a31 posting/distributing unauthorized libelous material r, a31 posting/distributing unauthorized libelous material p, a32 posting/distributing literature or material containing threats r, a32 posting/distributing literature or material containing threats p, a33 altercation and/or physically aggressive behavior r, a33 altercation and/or physically aggressive behavior p, a33 altercation and/or physically aggressive behavior s, a34 coercion/threats r, a34 coercion/threats p, a34 coercion/threats s, a35 disruptive behavior on the school bus with substantial risks of injury r, a35 disruptive behavior on the school bus with substantial risks of injury p, a35 disruptive behavior on the school bus with substantial risks of injury s, a36 intimidating and bullying behavior r, a36 intimidating and bullying behavior p, a36 intimidating and bullying behavior s, a37 intimidating and bullying behavior r, a37 intimidating and bullying behavior p, a37 intimidating and bullying behavior s, a38 sexually suggestive (verbal/physical) r, a38 sexually suggestive (verbal/physical) p, a38 sexually suggestive (verbal/physical) s, a39 possession of controlled substances or prescription medication w/o authorization, illegal drugs, drug paraphernalia, or alcohol r, a39 possession of controlled substances or prescription medication w/o authorization, illegal drugs, drug paraphernalia, or alcohol p, a39 possession of controlled substances or prescription medication w/o authorization, illegal drugs, drug paraphernalia, or alcohol s, a40 taking property without authorization r, a40 taking property without authorization p, a40 taking property without authorization s, a41 false activation of fire/disaster alarm r, a41 false activation of fire/disaster alarm p, a41 false activation of fire/disaster alarm s, a42 bomb threat r, a42 bomb threat p, a42 bomb threat s, a43 reckless behavior with substantial risk of serious injury r, a43 reckless behavior with substantial risk of serious injury p, a43 reckless behavior with substantial risk of serious injury s, a44 reckless behavior that causes serious injury r, a44 reckless behavior that causes serious injury p, a44 reckless behavior that causes serious injury s, a45 inciting/causing a riot p, a46 weapon possession (category ii) p, a46 weapon possession (category ii) s, a47 using controlled substances w/o authorization, illegal drugs or alcohol p, a47 using controlled substances w/o authorization, illegal drugs or alcohol s, a48 starting a fire r, a48 starting a fire p, a48 starting a fire s, a49 threatening/using force to take property s, a50 using force against/inflicting to/inflicting serious injury to ssa or school personnel r, a50 using force against/inflicting to/inflicting serious injury to ssa or school personnel p, a50 using force against/inflicting to/inflicting serious injury to ssa or school personnel s, a51 using force against/inflicting to/inflicting serious injury to ssa or school personnel r, a51 using force against/inflicting to/inflicting serious injury to ssa or school personnel p, a51 using force against/inflicting to/inflicting serious injury to ssa or school personnel s, a52 group violence r, a52 group violence s, a53 threaten/dangerous behavior/violence - gang related r, a53 threaten/dangerous behavior/violence - gang related p, a54 engaging physical sexual aggressive behavior p, a55 selling/distributing illegal drugs or control substance p, a55 selling/distributing illegal drugs or control substance s, a56 weapon possession (category i) r, a56 weapon possession (category i) p, a56 weapon possession (category i) s, a57 using weapon (category ii) to attempt injury r, a57 using weapon (category ii) to attempt injury p, a57 using weapon (category ii) to attempt injury s, a58 using weapon (category i) to attempt injury upon school personnel, students, others r, a58 using weapon (category i) to attempt injury upon school personnel, students, others p, a58 using weapon (category i) to attempt injury upon school personnel, students, others s, a59 using weapon other than category i or ii to inflict injury upon school personnel, students, others p, a59 using weapon other than category i or ii to inflict injury upon school personnel, students, others s, a60 possessing or using a firearm s, b07 disrupting the educational process r, b07 disrupting the educational process p, b08 verbally rude or disrespectful r, b08 verbally rude or disrespectful p, b14 gambling r, b15 profane, obscene, vulgar language or gestures r, b15 profane, obscene, vulgar language or gestures p, b16 lying to \\ giving false information r, b17 misusing property belonging to others r, b18 disruptive behavior on school bus r, b19 inappropriate use of electronic technology r, b19 inappropriate use of electronic technology p, b20 leaving class or school premises w/o permission r, b20 leaving class or school premises w/o permission p, b21 insubordination r, b21 insubordination p, b22 trespassing r, b22 trespassing p, b23 using slurs (bias) r, b23 using slurs (bias) p, b23 using slurs (bias) s, b24 minor altercation r, b24 minor altercation p, b24 minor altercation s, b25 bringing unauthorized visitors to school r, b25 bringing unauthorized visitors to school p, b25 bringing unauthorized visitors to school s, b26 gang related behavior r, b26 gang related behavior p, b26 gang related behavior s, b27 tampering/altering records or documents r, b27 tampering/altering records or documents p, b27 tampering/altering records or documents s, b28 vandalism / graffiti r, b28 vandalism / graffiti p, b28 vandalism / graffiti s, b29 possession of property w/o authorization r, b29 possession of property w/o authorization p, b29 possession of property w/o authorization s, ""b30 violating does internet policy r"", ""b30 violating does internet policy p"", ""b30 violating does internet policy s"", b31 scholastic dishonesty r, b31 scholastic dishonesty p, b31 scholastic dishonesty s, b32 posting/distributing unauthorized libelous material r, b32 posting/distributing unauthorized libelous material p, b32 posting/distributing unauthorized libelous material s, b33 engaging in sexual conduct r, b33 engaging in sexual conduct p, b33 engaging in sexual conduct s, b34 sexually suggestive (verbal/physical) r, b34 sexually suggestive (verbal/physical) p, b34 sexually suggestive (verbal/physical) s, b35 posting or distributing literature or material containing a threat of violence, injury or harm (including posting such material on the internet) (d-i only) r, b35 posting or distributing literature or material containing a threat of violence, injury or harm (including posting such material on the internet) (d-i only) p, b35 posting or distributing literature or material containing a threat of violence, injury or harm (including posting such material on the internet) (d-i only) s, b36 altercation and/or physically aggressive behavior r, b36 altercation and/or physically aggressive behavior p, b36 altercation and/or physically aggressive behavior s, b37 coercion/threats r, b37 coercion/threats p, b37 coercion/threats s, b38 disruptive behavior on the school bus with substantial risks of injury r, b38 disruptive behavior on the school bus with substantial risks of injury p, b38 disruptive behavior on the school bus with substantial risks of injury s, b39 intimidating and bullying behavior r, b39 intimidating and bullying behavior p, b39 intimidating and bullying behavior s, b40 intimidating and bullying behavior r, b40 intimidating and bullying behavior p, b40 intimidating and bullying behavior s, b41 possession of controlled substances or prescription medication w/o authorization, illegal drugs or alcohol r, b41 possession of controlled substances or prescription medication w/o authorization, illegal drugs or alcohol p, b41 possession of controlled substances or prescription medication w/o authorization, illegal drugs or alcohol s, b42 false activation of fire/disaster alarm r, b42 false activation of fire/disaster alarm p, b42 false activation of fire/disaster alarm s, b43 bomb threat r, b43 bomb threat p, b43 bomb threat s, b44 taking property without authorization r, b44 taking property without authorization p, b44 taking property without authorization s, b45 reckless behavior with substantial risk of serious injury r, b45 reckless behavior with substantial risk of serious injury p, b45 reckless behavior with substantial risk of serious injury s, b46 reckless behavior that causes serious injury p, b46 reckless behavior that causes serious injury s, b47 inciting/causing riot p, b47 inciting/causing riot s, b48 weapon possession (category ii) p, b48 weapon possession (category ii) s, b49 using controlled substances w/o authorization, illegal drugs or alcohol r, b49 using controlled substances w/o authorization, illegal drugs or alcohol p, b49 using controlled substances w/o authorization, illegal drugs or alcohol s, b50 starting a fire r, b50 starting a fire p, b50 starting a fire s, b51 threatening/using force to take property p, b51 threatening/using force to take property s, b52 using force against/inflicting to/inflicting serious injury to ssa or school personnel p, b52 using force against/inflicting to/inflicting serious injury to ssa or school personnel s, b53 using force against/inflicting to/inflicting serious injury to students p, b53 using force against/inflicting to/inflicting serious injury to students s, b54 group violence r, b54 group violence p, b54 group violence s, b55 threaten/dangerous behavior/violence - gang related p, b55 threaten/dangerous behavior/violence - gang related s, b56 engaging physical sexual aggressive behavior p, b56 engaging physical sexual aggressive behavior s, b57 selling/distributing illegal drugs or control substance p, b57 selling/distributing illegal drugs or control substance s, b58 weapon possession (category i) r, b58 weapon possession (category i) p, b58 weapon possession (category i) s, b59 using weapon (category ii) to attempt injury p, b59 using weapon (category ii) to attempt injury s, b60 using weapon (category i) to attempt injury upon school personnel, students, others r, b60 using weapon (category i) to attempt injury upon school personnel, students, others p, b60 using weapon (category i) to attempt injury upon school personnel, students, others s, b61 using weapon other than category i or ii to inflict injury upon school personnel, students, others"" r, b61 using weapon other than category i or ii to inflict injury upon school personnel, students, others"" p, b61 using weapon other than category i or ii to inflict injury upon school personnel, students, others"" s, b62 possessing firearm s]"	64pu-zyr2	2015-16 student discipline annual report - d code	1743	1501784184	Education
159	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, queens north, 2005, 2006, 2007, 2008, 2009, total"	64px-8x4k	ccrb: attribution of complaints to patrol borough queens north 2005 - 2009	13	1316029156	Public Safety
160	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, business name, tel, website, address, borough, postcode, latitude, longitude, community board, community council , census tract, bin, bbl, nta"	656a-faqy	grand street bid business directory	172	1317244974	Business
161	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, calendar year, supervision caseload  count"	65js-fhgz	dop juvenile cases snapshot by calendar year	60	1403023602	City Government
162	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, gender, 2005 number of officers, 2005 percent of subtotal, 2005 nypd population 2005, 2006 number of officers, 2006 percent of subtotal, 2006 nypd population 2006, 2007 number of officers, 2007 percent of subtotal, 2007 nypd population 2007, 2008 number of officers, 2008 percent of subtotal, 2008 nypd population 2008, 2009 number of officers, 2009 percent of subtotal, 2009 nypd population 2009"	664m-n5th	gender of officers against whom allegations were substantiated 2005 - 2009	5	1317314605	Public Safety
163	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, development name, borough, account name, location, meter amr, meter scope, tds #, edp, rc code, funding source, amp #, vendor name, umis bill id, revenue month, service start date, service end date, # days, meter number, estimated, current charges, rate class, bill analyzed, consumption (hcf), water&sewer charges, other charges"	66be-66yr	water consumption and cost (2013 - 2017)	26063	1468623103	Housing & Development
164	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta"	66qr-66q7	nyc wi-fi hotspot locations	3014	1436901089	City Government
165	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, organization, project title, project address, community board, council district, fy18 award, postcode, borough, latitude, longitude, census tract, bin, bbl, nta"	66yh-nemi	capital grant awards 2018	261	1514472510	City Government
166	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, service area, service description"	68rr-d3jr	health and human services prequalification catalog	59	1417037523	Social Services
167	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, organizationname, brooklyn, bronx, manhattan, queens, staten island, fax, phone, url, nourl, description, outsideloc, outsidelocdesc, aging, anti-discrimination & human rights, arts & culture, business, child care & parent information, community service & volunteerism, counseling & support groups, disabilities, domestic violence, education, employment & job training, health, homelessness, housing, immigration, legal services, lesbian, gay, bisexual, and/or transgender, personal finance & financial education, professional association, veterans & military families, victim services, ""womens groups"", youth services, faith-based organization, foundation, ""is registered with the attorney generals office"", new york city agency, none of the above, nonprofit, comments, other government organization, published, location 1, location 2, latitude, longitude, community board, community council , census tract, nta"	69bm-3bc2	women's resource map	1147	1318111263	Social Services
168	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, week, sessions per week, cumulative sessions to date, bandwidth utilization per week (tb), cumulative bandwidth utilization to date (tb), average session duration, new subscribers per week, total subscribers per week, cumulative subscribers to date"	69wu-b929	linknyc usage statistics	106	1467409254	City Government
169	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, developmentteamdwid, projectid, type, entityname, firstname, lastname, entityindividualindicator, parententityname, individualrole, individualtitle, individualofficerequivalence, careof, housenumber, streetname, apartmentsuitefloor, city, state, zip, tradetype, borough, latitude, longitude, community board, council district, census tract, bin, bbl, nta"	6anw-twe4	local law 44 - development team	13130	1512595126	Housing & Development
170	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, engagement category, 16-17 years, % of total (16-17 yrs), 18-20 years, % of total (18-20 yrs), 21-24 years, % of total (21-24 yrs)"	6ayi-u3p7	cash assistance heads of household by engagement (16-24 years old)	53	1369136596	Social Services
171	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, jurisdiction name, count participants, count female, percent female, count male, percent male, count gender unknown, percent gender unknown, count gender total, percent gender total, count pacific islander, percent pacific islander, count hispanic latino, percent hispanic latino, count american indian, percent american indian, count asian non hispanic, percent asian non hispanic, count white non hispanic, percent white non hispanic, count black non hispanic, percent black non hispanic, count other ethnicity, percent other ethnicity, count ethnicity unknown, percent ethnicity unknown, count ethnicity total, percent ethnicity total, count permanent resident alien, percent permanent resident alien, count us citizen, percent us citizen, count other citizen status, percent other citizen status, count citizen status unknown, percent citizen status unknown, count citizen status total, percent citizen status total, count receives public assistance, percent receives public assistance, count nreceives public assistance, percent nreceives public assistance, count public assistance unknown, percent public assistance unknown, count public assistance total, percent public assistance total"	6bic-qvek	zip code breakdowns	236	1318290465	City Government
172	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, screen name (led + vinyl signs), building address, location description, location, height, type, #, width, __height, sf, note/photo, _# , _width, _height, _sf, total, total sf, total by type, borough, postcode, latitude, longitude, community board, council district, census tract, bin, bbl, nta"	6bzx-emuu	times square signage	184	1320081571	Business
173	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, file\xa0#, law number, type, status, final\xa0action, title"	6ctv-n46c	city council legislative items	1000	1424198309	City Government
174	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, rank, male, female"	6dn9-qgma	active uniform staff by rank and gender	6	1362581275	City Government
175	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, new york city annual debt service expense, dollars in millions, fy 2013, fy 2012, fy 2011, fy 2010, fy 2009, fy 2008, fy 2007, fy 2006, fy 2005, fy  2004, fy 2003, fy 2002, fy 2001, fy 2000"	6ggx-itps	nyc independent budget office (ibo) debt service since fy 2000	24	1393884249	City Government
176	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, district, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	6gre-fvg9	2013-2017 district math results - gender	2240	1506354508	Education
177	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, contract type, provider id, program name, sponsor name, program address, program borough, program zipcode, program phone"	6j6t-3ixh	dfta contracts	412	1362168556	Social Services
178	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, school name, cohort year, cohort category, demographic, total cohort num, total grads num, total grads pct of cohort, total regents num, total regents pct of cohort, total regents pct of grads, advanced regents num, advanced regents pct of cohort, advanced regents pct of grads, regents w/o advanced num, regents w/o advanced pct of cohort, regents w/o advanced pct of grads, local num, local pct of cohort, local pct of grads, still enrolled num, still enrolled pct of cohort, dropped out num, dropped out pct of cohort"	6jad-5sav	2005 - 2011 graduation outcomes - school level - - ethnicity	26808	1361414062	Education
